都府県振興局,観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間,降雪の深さ,観測所名,カタカナ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ), 風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2
オホーツク,17521,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,北見,キタミ,北見市広郷,43,46.6,143,50.5,104,10,2.5,#1976.4.1,17925,-
オホーツク,17531,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,女満別,メマンベツ,網走郡大空町女満別中央_女満別航空気象観測所,43,52.8,144,9.8,33,10,-,2003.1.1,17965,Excluding sunlight/humidity/atmospheric pressure
オホーツク,17541,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,東藻琴,ヒガシモコト,網走郡大空町東藻琴,43,50.4,144,17.1,58,-,-,1978.7.11,-,-
オホーツク,17546,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,小清水,コシミズ,斜里郡小清水町泉,43,50.5,144,29.1,52,10,1.5,#1977.10.19,-,Excluding humidity
オホーツク,17561,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,斜里,シャリ,斜里郡斜里町以久科南,43,53.1,144,42,15,10,2.5,#1977.10.19,17940,Excluding humidity
オホーツク,17596,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,留辺蘂,ルベシベ,北見市留辺蘂町大和,43,44.5,143,27,325,10,2.5,#1978.11.1,17930,Excluding humidity
オホーツク,17607,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,境野,サカイノ,常呂郡置戸町豊住,43,42.4,143,38.6,184,10,2.5,1977.10.25,-,Excluding humidity
オホーツク,17631,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,美幌,ビホロ,網走郡美幌町福住,43,46.2,144,10.3,60,10.1,1.5,#1977.10.20,-,Excluding humidity
オホーツク,17642,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,山園,ヤマゾノ,網走郡大空町東藻琴山園,43,44.6,144,20.2,361,-,-,2010.3.18,-,-
オホーツク,17686,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,置戸常元,オケトツネモト,常呂郡置戸町常元,43,37.2,143,26.4,368,-,-,2005.11.8,-,-
オホーツク,17717,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,津別,ツベツ,網走郡津別町豊永,43,42.1,144,2,100,10,2.5,1988.10.4,17950,Excluding humidity
オホーツク,17776,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,津別二又,ツベツフタマタ,網走郡津別町二又,43,35,143,51.9,210,-,-,2005.11.4,-,-
根室,18038,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,羅臼,ラウス,目梨郡羅臼町栄町,44,1.4,145,11.2,15,9.5,1.5,2005.11.1,18925,Excluding humidity
根室,18091,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,糸櫛別,イトクシベツ,標津郡標津町川北糸櫛別,43,43.3,144,59.3,115,-,-,1978.7.28,-,-
根室,18136,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,標津,シベツ,標津郡標津町北2条西,43,39.7,145,7.9,3,8,2.2,#1977.10.18,-,Excluding humidity
根室,18161,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,上標津,カミシベツ,標津郡中標津町上標津,43,31.2,144,44.8,160,6.5,2.2,2003.10.16,-,Excluding humidity
根室,18171,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中標津,ナカシベツ,標津郡中標津町桜ヶ丘,43,32.6,144,58.7,50,10,1.5,#1977.10.18,18910,-
根室,18174,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,根室中標津,ネムロナカシベツ,標津郡中標津町北中_中標津航空気象観測所,43,34.6,144,57.6,65,10,-,2003.1.1,18930,Excluding sunlight/humidity/atmospheric pressure
根室,18256,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,別海,ベツカイ,野付郡別海町川上町,43,22.9,145,7.1,23,10,2.2,#1977.10.14,18915,Excluding humidity
根室,18273,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,根室,ネムロ,根室市弥栄町_根室特別地域気象観測所,43,19.8,145,35.1,25,29.2,-,1993.8.26,18917,-
根室,18281,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,納沙布,ノサップ,根室市温根元,43,23.6,145,45.5,12,10,1.5,(1975.5.29)1977.10.13,-,Excluding humidity
根室,18311,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,厚床,アットコ,根室市西厚床,43,13.3,145,13.6,41,10,1.5,1977.10.14,18920,Excluding humidity
釧路,19021,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,川湯,カワユ,川上郡弟子屈町川湯駅前,43,37,144,27.4,158,9.5,1.5,#1977.10.6,19900,Excluding humidity
釧路,19051,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,弟子屈,テシカガ,川上郡弟子屈町弟子屈原野,43,30.6,144,28,170,10,1.5,1977.10.6,-,Excluding humidity
釧路,19076,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,阿寒湖畔,アカンコハン,釧路市阿寒町阿寒湖温泉,43,26.2,144,5,426,9.9,1.5,#1977.10.7,19910,Excluding humidity
釧路,19151,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,標茶,シベチャ,川上郡標茶町開運,43,17.5,144,35.2,20,10,1.5,#1977.10.11,19915,Excluding humidity
釧路,19191,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鶴居,ツルイ,阿寒郡鶴居村鶴居東,43,13.9,144,19.5,38,6.5,1.5,1977.10.5,19920,Excluding humidity
釧路,19261,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中徹別,ナカテシベツ,釧路市阿寒町徹別中央34線,43,11.9,144,8.5,80,10,1.5,#1977.10.7,19925,Excluding humidity
釧路,19281,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,塘路,トウロ,川上郡標茶町塘路,43,8.9,144,29.8,25,-,-,1983.8.2,-,-
釧路,19301,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,茶内原野,チャナイゲンヤ,厚岸郡浜中町茶内西13線,43,10.4,144,58,70,-,-,1984.10.1,-,-
釧路,19311,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,榊町,サカキマチ,厚岸郡浜中町榊町,43,7.2,145,6.6,2,9.5,1.5,1977.10.12,-,-
釧路,19346,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,阿寒,アカン,釧路市阿寒町中央,43,6.8,144,7.4,40,-,-,#,-,-
釧路,19347,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,鶴丘,ツルオカ,釧路市鶴丘_釧路航空気象観測所,43,2.4,144,11.5,95,10,-,2003.1.1,19935,Excluding sunlight/humidity/atmospheric pressure
釧路,19376,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,太田,オオタ,厚岸郡厚岸町太田,43,5.4,144,46.7,85,10,1.5,1977.10.11,19930,Excluding humidity
釧路,19406,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,二俣,フタマタ,釧路市音別町音別原野基線,42,58.3,143,52.5,45,-,-,1976.6.29,-,-
釧路,19416,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,白糠,シラヌカ,白糠郡白糠町西2条北,42,58.2,144,3.7,9,10,1.5,#1977.10.5,19940,Excluding humidity
釧路,19432,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,釧路,クシロ,釧路市幸町_釧路地方気象台,42,59.1,144,22.6,5,66.1,-,2000.10.5,19950,-
釧路,19451,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,知方学,チッポマナイ,釧路郡釧路町仙鳳趾村知方学,42,56.3,144,44.1,149,10,1.5,1978.10.27,-,-
十勝,20047,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,三股,ミツマタ,河東郡上士幌町三股,43,30.6,143,8.9,660,-,-,2005.11.9,-,-
十勝,20071,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,小利別,ショウトシベツ,足寄郡陸別町小利別本通東1条,43,35.3,143,40.8,313,-,-,1983.8.2,-,-
十勝,20146,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,陸別,リクベツ,足寄郡陸別町陸別原野分線,43,28.1,143,44.3,207,8.2,1.5,#1977.10.21,20900,Excluding humidity
十勝,20186,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,ぬかびら源泉郷,ヌカビラゲンセンキョウ,河東郡上士幌町ぬかびら源泉郷北区,43,22,143,11.5,540,8.1,1.5,1976.4.1,20910,Excluding humidity
十勝,20202,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,柏倉,カシワクラ,足寄郡足寄町茂喜登牛,43,21.7,143,27.5,378,-,-,1983.8.2,-,-
十勝,20222,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,上螺湾,カミラワン,足寄郡足寄町上螺湾,43,19.1,143,48.1,232,-,-,1983.10.5,-,-
十勝,20266,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,上士幌,カミシホロ,河東郡上士幌町東3線,43,14.5,143,17.7,287,10,1.5,#1977.10.20,20920,-
十勝,20276,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,足寄,アショロ,足寄郡足寄町南1条,43,14.6,143,33.2,90,10,1.5,#1977.10.21,-,Excluding humidity
十勝,20331,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,押帯,オショップ,中川郡本別町押帯,43,6.9,143,26.6,104,-,-,1983.8.2,-,-
十勝,20341,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,本別,ホンベツ,中川郡本別町新町,43,7.9,143,36,67,8,1.5,#1976.3.10,20935,Excluding humidity
十勝,20356,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,新得,シントク,上川郡新得町4条南,43,4.6,142,50.4,178,8.3,1.5,#1977.10.24,20930,Excluding humidity
十勝,20361,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鹿追,シカオイ,河東郡鹿追町緑町,43,6.2,142,59.7,206,8,1.5,#1978.10.30,-,Excluding humidity
十勝,20371,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,駒場,コマバ,河東郡音更町駒場北町,43,3,143,11,112,10,1.5,1977.10.20,-,Excluding humidity
十勝,20421,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,芽室,メムロ,河西郡芽室町西3条南,42,54,143,2.6,90,10,1.5,#1977.10.24,20940,Excluding humidity
十勝,20432,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,帯広,オビヒロ,帯広市東4条南_帯広測候所,42,55.3,143,12.7,38,-,-,1998.1.28,20943,Air temperature/rain
十勝,20432,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,帯広,オビヒロ,帯広市東9条南,42,54.5,143,13.4,45,11.2,-,1998.1.28,-,Wind/sunshine
十勝,20441,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,池田,イケダ,中川郡池田町清見,42,55.2,143,27.5,42,10,1.5,#1977.10.26,-,Excluding humidity
十勝,20451,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,留真,ルシン,十勝郡浦幌町留真,42,55,143,39.7,40,-,-,1984.10.1,-,-
十勝,20506,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,浦幌,ウラホロ,十勝郡浦幌町桜町,42,48.5,143,39.4,20,8.3,1.5,#1977.10.27,20945,Excluding humidity
十勝,20551,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,帯広泉,オビヒロイズミ,帯広市泉町西9線中_帯広航空気象観測所,42,44,143,13,149,10,-,2003.1.1,20955,Excluding sunlight/humidity/atmospheric pressure
十勝,20556,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,糠内,ヌカナイ,中川郡幕別町五位,42,47.2,143,19.7,70,10,1.5,1978.10.30,-,Excluding humidity
十勝,20601,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,上札内,カミサツナイ,河西郡中札内村元札内西1線,42,38.5,143,5.8,251,10,1.5,1977.10.25,20950,Excluding humidity
十勝,20606,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,更別,サラベツ,河西郡更別村更別南2線,42,39.1,143,11.7,185,10,1.5,1977.10.25,-,Excluding humidity
十勝,20631,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大津,オオツ,中川郡豊頃町大津寿町,42,41.2,143,38.8,4,10,1.5,1977.10.27,-,Excluding humidity
十勝,20696,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大樹,タイキ,広尾郡大樹町柏木町,42,30,143,16.4,87,10,1.5,#1977.10.26,20960,Excluding humidity
十勝,20751,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,広尾,ヒロオ,広尾郡広尾町並木通東_広尾特別地域気象観測所,42,17.6,143,19,32,20.1,-,#1975.12.19,20965,-
胆振,21031,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,安平,アビラ,勇払郡安平町安平,42,48.8,141,49.7,32,-,-,#,21900,-
胆振,21111,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,厚真,アツマ,勇払郡厚真町朝日,42,43.8,141,53.3,20,10,1.5,#1977.10.5,-,Excluding humidity
胆振,21126,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,穂別,ホベツ,勇払郡むかわ町穂別,42,45.7,142,8.6,56,10,1.5,#1977.10.5,21905,Excluding humidity
胆振,21161,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大滝,オオタキ,伊達市大滝区本町,42,40.2,141,4.7,390,10,2.5,(1975.6.3)1977.10.7,21910,Excluding humidity
胆振,21171,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,森野,モリノ,白老郡白老町森野,42,37.8,141,14.8,170,10,1.5,#1977.10.27,-,Excluding humidity
胆振,21187,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,苫小牧,トマコマイ,苫小牧市しらかば町_苫小牧特別地域気象観測所,42,37.4,141,32.8,6,20.2,-,1988.6.25,21913,-
胆振,21226,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大岸,オオキシ,虻田郡豊浦町大岸,42,35.4,140,38.6,4,10,1.5,#1977.10.11,21915,-
胆振,21237,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,洞爺湖温泉,トウヤコオンセン,虻田郡洞爺湖町洞爺湖温泉,42,33.9,140,48.4,85,-,-,1978.12.8,-,-
胆振,21251,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,カルルス,カルルス,登別市カルルス町,42,31,141,6.4,300,-,-,1985.7.31,-,-
胆振,21261,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,白老,シラオイ,白老郡白老町高砂町,42,32.6,141,21.1,6,6.5,1.5,#1977.10.6,21920,Excluding humidity
胆振,21276,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鵡川,ムカワ,勇払郡むかわ町豊城,42,35.4,141,56,10,10,1.5,#1978.10.26,-,Excluding humidity
胆振,21297,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,伊達,ダテ,伊達市館山下町,42,28.5,140,50.9,3,10,1.5,#1977.10.11,-,Excluding humidity
胆振,21312,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,登別,ノボリベツ,登別市札内町,42,27.5,141,7.1,197,10,1.5,#1983.8.10,21925,Excluding humidity
胆振,21323,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,室蘭,ムロラン,室蘭市山手町_室蘭地方気象台,42,18.7,140,58.5,40,18.2,-,#1985.7.1,21930,-
日高,22036,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,日高,ヒダカ,沙流郡日高町本町東,42,52.6,142,26.5,280,10,1.5,1977.10.19,22900,Excluding humidity
日高,22072,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,仁世宇,ニセウ,沙流郡平取町仁世宇,42,46.3,142,21.5,150,-,-,1985.9.25,-,-
日高,22106,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,旭,アサヒ,沙流郡平取町旭地区,42,37.7,142,23.6,245,-,-,1985.9.26,22906,-
日高,22141,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,日高門別,ヒダカモンベツ,沙流郡日高町富浜,42,29.8,142,3.2,47,10,1.5,#1976.3.11,-,Excluding humidity
日高,22156,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,新和,シンワ,新冠郡新冠町新和,42,32.6,142,20,60,10,1.9,#1977.10.18,-,Excluding humidity
日高,22206,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,笹山,ササヤマ,日高郡新ひだか町静内御園,42,26,142,28.9,110,-,-,1987.10.6,-,-
日高,22241,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,静内,シズナイ,日高郡新ひだか町静内山手町,42,20.6,142,21.7,10,9.6,1.5,#1977.10.17,22920,Excluding humidity
日高,22291,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,三石,ミツイシ,日高郡新ひだか町三石美野和,42,14.7,142,39.7,10,10,1.5,1977.10.17,-,Excluding humidity
日高,22306,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中杵臼,ナカキネウス,浦河郡浦河町上杵臼,42,13.4,142,56.9,98,10,1.5,1978.10.31,22910,Excluding humidity
日高,22327,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,浦河,ウラカワ,浦河郡浦河町潮見町_浦河特別地域気象観測所,42,9.7,142,46.6,37,18.1,-,#1983.3.1,22913,-
日高,22356,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,目黒,メグロ,幌泉郡えりも町目黒,42,7.7,143,18.7,7,-,-,1978.8.30,22915,-
日高,22366,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,幌満,ホロマン,様似郡様似町幌満,42,4.6,143,2.1,0,-,-,1978.7.14,-,-
日高,22391,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,えりも岬,エリモミサキ,幌泉郡えりも町東洋,41,55.5,143,14.6,63,8,1.5,1978.12.27,-,-
渡島,23031,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,長万部,オシャマンベ,山越郡長万部町栄原,42,31.4,140,22.9,10,10,1.5,#1977.10.12,23900,Excluding humidity
渡島,23086,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,八雲,ヤクモ,二海郡八雲町本町,42,15.1,140,16.3,8,9.4,1.5,#1977.10.12,23905,Excluding humidity
渡島,23166,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,森,モリ,茅部郡森町姫川,42,4,140,35.3,125,8,1.5,2002.3.1,23925,Excluding humidity
渡島,23191,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大沼,オオヌマ,亀田郡七飯町上軍川,41,58.6,140,42.9,165,-,-,#,23910,-
渡島,23206,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,川汲,カックミ,函館市川汲町,41,54.3,140,58.2,25,10,1.5,#1977.10.13,-,-
渡島,23226,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,北斗,ホクト,北斗市本町,41,53.2,140,39.2,25,10,1.5,#1977.10.13,-,Excluding humidity
渡島,23232,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,函館,ハコダテ,函館市美原_函館地方気象台,41,49,140,45.2,35,25.7,-,1992.7.23,23915,-
渡島,23281,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,高松,タカマツ,函館市高松町_函館航空気象観測所,41,46.2,140,49.3,34,10,-,2003.1.1,23930,Excluding sunlight/humidity/atmospheric pressure
渡島,23291,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,戸井泊,トイトマリ,函館市泊町,41,43,141,0.2,20,-,-,2003.3.20,-,-
渡島,23321,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,知内,シリウチ,上磯郡知内町上雷,41,35.9,140,22.5,24,-,-,2004.10.1,-,-
渡島,23326,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,木古内,キコナイ,上磯郡木古内町字本町,41,40.8,140,26.2,10,10,1.5,(1975.4.18)1977.10.14,-,Excluding humidity
